显示名	怪物ID	编辑器目录	声音形象	type	名称颜色	头像	存在时间	死亡后复活时间	等级	动画	大小	积分	exp	金钱	金币掉率	技能间隔时间	默认技能	概率型技能	技能概率	第二技能	移动速度	MHP	最小攻击	最大攻击	物防	魔防	回血	命中率	闪避率	暴击率	抵抗暴击	火系抵抗	冰系抵抗	电系抵抗	巡逻半径	视野范围	攻击几率	追击距离	地图	掉落组	掉落几率	任务掉落	任务掉落几率	功能ID	功能参数	功能数据	默认对话																																																																																																																																																																																																																				
光明神兽（趴下）	81		81	3	0	1070	0	2000	1	81	1	0	71	71	1	1500	pk		0	0	150	15	1	1	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
光明神兽（站立）	82		82	3	0	1071	0	2000	1	82	1	0	72	72	1	1500	pk		0	0	150	15	1	1	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
暗黑神兽（趴下）	83		83	3	0	1072	0	2000	1	83	1	0	73	73	1	1500	pk		0	0	150	15	1	1	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
暗黑神兽（站立）	84		84	3	0	1073	0	2000	1	84	1	0	74	74	1	1500	pk		0	0	150	15	1	1	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
皇宫正门	85		85	3	0	1074	0	2000	1	85	1	0	75	75	1	1500	pk		0	0	150	15	1	1	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
火狼神兽(趴下)	86		86	3	0	1075	0	2000	1	86	1	0	76	76	1	1500	pk		0	0	150	15	1	1	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
火狼神兽	87		87	3	0	1076	0	2000	1	87	1	0	77	77	1	1500	pk		0	0	150	100000	5	10	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
黄斑蛛	100		100	3	0	1077	0	2000	53	100	1	0	300	78	1	1500	pk		0	0	150	15	60	120	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
赤焰黑虎	101		101	3	0	1078	0	2000	20	101	1	0	72	79	1	1500	pk		0	0	100	390	14	49	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
砂岩巨蜥	103		103	3	0	1080	0	2000	40	103	1	0	132	81	1	1500	pk		0	0	150	15	23	47	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
红蜘蛛	104		104	3	0	1081	0	2000	40	104	1	0	132	82	1	1500	pk		0	0	150	15	23	47	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
裂爪蛾	107		107	3	0	1084	0	2000	53	107	1	0	264	85	1	1500	pk		0	0	150	15	55	110	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
仙女蛾	110		110	3	0	1087	0	2000	53	110	1	0	264	88	1	1500	pk		0	0	150	15	55	110	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
绿色恶蛆	111		111	3	0	1088	0	2000	40	111	1	0	180	180	1	1500	pk		0	0	150	570	24	89	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
变异尸蛾	112		112	3	0	1089	0	2000	53	112	1	0	264	90	1	1500	pk		0	0	150	15	55	110	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
黑面盗	114		114	3	0	1091	0	2000	35	114	1	0	5500	92	1	1500	pk		0	0	150	15	80	250	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
林静儿	116		116	3	0	1093	0	2000	999	116	1	0	0	94	1	1500	pk		0	0	150	15	6500	20000	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
空骨爪牙	117		117	3	0	1094	0	2000	45	117	1	0	14400	95	1	1500	pk		0	0	150	15	100	310	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
鲛人护卫	123		123	3	0	1100	0	2000	44	123	1	0	245	245	1	1500	pk		0	0	150	620	26	97	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
巨钳护卫	125		125	3	0	1102	0	2000	52	125	1	0	252	103	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
魅影忍者	126		126	3	0	1103	0	2000	52	126	1	0	252	104	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
摩萨血毒兽	127		127	3	0	1104	0	2000	52	127	1	0	252	105	1	1500	pk		0	0	150	15	60	120	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
摩萨守卫	128		128	3	0	1105	0	2000	52	128	1	0	252	106	1	1500	pk		0	0	150	15	60	120	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
带刀护卫	129		129	3	0	1106	0	2000	52	129	1	0	252	107	1	1500	pk		0	0	150	15	60	120	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
红魔剑士	132		132	3	0	1109	0	2000	52	132	1	0	252	110	1	1500	pk		0	0	150	15	60	120	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
保镖	134		134	3	0	1111	0	2000	52	134	1	0	252	112	1	1500	pk		0	0	150	15	60	120	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
摩萨高级祭司	135		135	3	0	1112	0	2000	52	135	1	0	252	113	1	1500	pk		0	0	150	15	35	253	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
摩萨长老	136		136	3	0	1113	0	2000	52	136	1	0	252	114	1	1500	pk		0	0	150	15	35	253	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
凶魔幽卫	139		139	3	0	1116	0	2000	45	139	1	0	252	117	1	1500	pk		0	0	150	630	27	99	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
凶煞魂将	140		140	3	0	1117	0	2000	52	140	1	0	252	118	1	1500	pk		0	0	150	15	35	253	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
凶狮刀客	141		141	3	0	1118	0	2000	52	141	1	0	252	119	1	1500	pk		0	0	150	15	35	253	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
绿魔蛮斗士	151		151	3	0	1128	0	2000	52	151	1	0	252	129	1	1500	pk		0	0	150	15	680	1250	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
舞扇行者	152		152	3	0	1129	0	2000	52	152	1	0	252	130	1	1500	pk		0	0	150	15	680	1250	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
邪龙爪牙	153		153	3	0	1130	0	2000	52	153	1	0	252	131	1	1500	pk		0	0	150	15	2996	4192	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
巨拳红猿	159		159	3	0	1136	0	2000	52	159	1	0	252	137	1	1500	pk		0	0	150	15	2996	4192	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
老千	160		160	3	0	1137	0	2000	52	160	1	0	252	138	1	1500	pk		0	0	150	15	2996	4192	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
沙暴王	161		161	3	0	1138	0	2000	52	161	1	0	252	139	1	1500	pk		0	0	150	15	2996	4192	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
魔域骠骑卫	162		162	3	0	1139	0	2000	52	162	1	0	252	140	1	1500	pk		0	0	150	15	2996	4192	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
赤翼邪魔	163		163	3	0	1140	0	2000	52	163	1	0	252	141	1	1500	pk		0	0	150	15	23	47	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
精木镖车	165		165	3	0	1142	0	2000	52	165	1	0	252	143	1	1500	pk		0	0	150	15	23	47	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
紫铜镖车	166		166	3	0	1143	0	2000	52	166	1	0	252	144	1	1500	pk		0	0	150	15	23	47	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
白银镖车	167		167	3	0	1144	0	2000	52	167	1	0	252	145	1	1500	pk		0	0	150	15	23	47	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
黄金镖车	168		168	3	0	1145	0	2000	52	168	1	0	252	146	1	1500	pk		0	0	150	15	23	47	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
御金镖车	169		169	3	0	1146	0	2000	52	169	1	0	252	147	1	1500	pk		0	0	150	15	23	47	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
绿蜥人	181		181	3	0	1148	0	2000	52	181	1	0	252	149	1	1500	pk		0	0	150	15	23	47	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
尸霸	182		182	3	0	1149	0	2000	35	182	1	0	65	150	1	1500	pk		0	0	120	610	22	79	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
玄武	184		184	3	0	1151	0	2000	52	184	1	0	252	152	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
大风	186		186	3	0	1152	0	2000	52	186	1	0	252	153	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
魔眼恶蛆	189		189	3	0	1155	0	2000	52	189	1	0	252	156	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
月神魔蛛	190		190	3	0	1156	0	2000	52	190	1	0	252	157	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
魔域双头犬	192		192	3	0	1158	0	2000	52	192	1	0	252	159	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
魔域法师	193		193	3	0	1159	0	2000	52	193	1	0	252	160	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
凶灭鬼	194		194	3	0	1160	0	2000	52	194	1	0	252	161	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
展堂	196		196	3	0	1162	0	2000	52	196	1	0	252	163	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
朵雅	197		197	3	0	1163	0	2000	52	197	1	0	252	164	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
摩萨尸人	198		198	3	0	1164	0	2000	52	198	1	0	252	165	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
掘地刺客	199		199	3	0	1165	0	2000	52	199	1	0	252	166	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
白猪王	202		202	3	0	1168	0	2000	47	202	1	0	270	270	1	1500	pk		0	0	150	660	28	103	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
彩鳞甲兽	203		203	3	0	1169	0	2000	52	203	1	0	315	315	1	1500	pk		0	0	150	720	30	113	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
邪恶祭司	207		207	3	0	1173	0	2000	52	207	1	0	252	174	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
隐刀骷	209		209	3	0	1175	0	2000	52	209	1	0	252	176	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
恶灵骷王	220		220	4	0	1179	0	180000	52	220	1	50	252	180	1	1500	pk		0	0	150	3000	100	200	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
熊猫长老1	222		222	3	0	1181	0	2000	52	222	1	0	252	182	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
翁仲石魔1	223		223	3	0	1182	0	2000	52	223	1	0	252	183	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
春三十娘1	226		226	3	0	1185	0	2000	52	226	1	0	252	186	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
经验貔貅	230		230	3	0	1186	0	2000	35	230	1	0	10000	187	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
镇海蛟王	227		227	3	0	1187	0	2000	52	227	1	0	252	188	1	1500	zhjw		0	0	150	1000	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
杰克船长	228		228	4	0	1188	0	2000	52	228	1	50	252	189	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
大长老苏摩1	229		229	3	0	1189	0	2000	52	229	1	0	252	190	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
神谕教主	231		231	3	0	1190	0	2000	52	231	1	0	252	191	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
毒蜘蛛	232		232	3	0	1191	0	2000	51	232	1	0	300	192	1	1500	pk		0	0	150	710	30	111	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
红景天	240		240	3	0	1192	0	2000	52	240	1	0	252	193	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
美人蕉	241		241	3	0	1193	0	2000	52	241	1	0	252	194	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
伏羲草	242		242	3	0	1194	0	2000	52	242	1	0	252	195	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
白水晶	243		243	8	0	1195	0	2000	52	243	1	0	252	196	1	1500	pk		0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0			0		0																																																																																																																																																																																																																								
蓝水晶	244		244	3	0	1196	0	2000	52	244	1	0	252	197	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
黄水晶	245		245	3	0	1197	0	2000	52	245	1	0	252	198	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
神丹药盒	246		246	3	0	1198	0	2000	52	246	1	0	252	199	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
贝壳	247		247	3	0	1199	0	2000	52	247	1	0	252	200	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
灵芝	249		249	3	0	1201	0	2000	52	249	1	0	252	202	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
人参	250		250	3	0	1202	0	2000	52	250	1	0	252	203	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
娜迦	280		280	3	0	1203	0	2000	52	280	1	0	252	204	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
林静儿	281		281	3	0	1204	0	2000	52	281	1	0	252	205	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
猫虎兽	282		282	3	0	1205	0	2000	52	282	1	0	252	206	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
牛魔法老	283		283	3	0	1206	0	2000	52	283	1	0	252	207	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
牛魔祭祀	284		284	3	0	1207	0	2000	52	284	1	0	252	208	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
魔域法师	285		285	3	0	1208	0	2000	52	285	1	0	252	209	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
魔眼恶蛆	286		286	3	0	1209	0	2000	52	286	1	0	252	210	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
沙暴王	287		287	3	0	1210	0	2000	52	287	1	0	252	211	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
嗜血亡灵	289		289	3	0	1212	0	2000	52	289	1	0	252	213	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
恶灵巡逻官	294		294	3	0	1217	0	2000	52	294	1	0	252	218	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
恶灵矿主	295		295	3	0	1218	0	2000	52	295	1	0	252	219	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
恶灵战将	296		296	3	0	1219	0	2000	52	296	1	0	252	220	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
废墟领主	297		297	3	0	1220	0	2000	52	297	1	0	252	221	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
雪域狂狮	300		300	3	0	1221	0	2000	52	300	1	0	252	222	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
雪域魔蝎	301		301	3	0	1222	0	2000	52	301	1	0	252	223	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
雪域猪魔	302		302	3	0	1223	0	2000	52	302	1	0	252	224	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
高老千	303		303	3	0	1224	0	2000	52	303	1	0	252	225	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
马大富	304		304	3	0	1225	0	2000	52	304	1	0	252	226	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
程有财	305		305	3	0	1226	0	2000	52	305	1	0	252	227	1	1500	pk		0	0	150	15	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
远古巨人	310		310	3	0	1230	0	2000	42	310	1	0	231	231	1	1500	pk		0	0	150	610	26	95	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
护卫	312		312	3	0	1231	0	2000	52	312	1	0	252	232	1	1500	pk		0	0	150	5000	50	100	0	129	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
宝宝4	316		316	3	0	1235	0	2000	52	316	1	0	252	236	1	1500	pk		0	0	150	5000	50	100	0	129	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
宝宝类型5	317		317	3	0	1236	0	2000	52	317	1	0	252	237	1	1500	pk		0	0	150	5000	50	100	0	129	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
宝宝类型6	318		318	3	0	1237	0	2000	52	318	1	0	252	238	1	1500	pk		0	0	150	5000	50	100	0	129	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
冰狼	328		328	3	0	1241	0	2000	60	328	1	0	252	237	1	1500	pk		0	0	150	5000	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
冰霜巨龙	329		329	4	0	1242	0	2000	60	329	1	50	252	237	1	1500	pk		0	0	150	5000	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
冰象	330		330	3	0	1243	0	2000	60	330	1	0	252	237	1	1500	pk		0	0	150	5000	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
神兽	331		331	2	0	1244	0	2000	60	331	1	0	252	237	1	1500	zhsph		0	0	150	5000	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
红魔教官	334		334	4	0	1247	0	2000	60	334	1	50	252	237	1	1500	pk		0	0	150	5000	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
巨型多角虫	336		336	4	0	1249	0	2000	60	336	1	50	252	237	1	1500	pk		0	0	150	5000	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
摩萨教主	340		340	4	0	1253	0	2000	60	340	1	50	252	237	1	1500	pk		0	0	150	5000	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
牛魔统领	344		344	4	0	1257	0	2000	60	344	1	50	252	237	1	1500	pk		0	0	150	5000	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
三角铁刃牛	345		345	3	0	1258	0	2000	60	345	1	0	252	237	1	1500	pk		0	0	150	5000	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
兽人大祭祀	346		346	3	0	1259	0	2000	60	346	1	0	252	237	1	1500	pk		0	0	150	5000	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
兽人战将	349		349	3	0	1262	0	2000	60	349	1	0	252	237	1	1500	pk		0	0	150	5000	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
雪域力士	352		352	3	0	1265	0	2000	60	352	1	0	252	237	1	1500	pk		0	0	150	5000	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
雪域毛人	353		353	3	0	1266	0	2000	60	353	1	0	252	237	1	1500	pk		0	0	150	5000	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
雪域战士	355		355	3	0	1268	0	2000	60	355	1	0	252	237	1	1500	pk		0	0	150	5000	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
至尊帝皇	359		359	4	0	1272	0	2000	60	359	1	50	252	237	1	1500	pk		0	0	150	5000	50	100	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
盗匪精英	371		371	3	0	1047	0	2000	27	371	1	0	54	48	1	1500	pk		0	0	70	490	18	63	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
湿地精灵	373		373	3	0	1047	0	2000	27	373	1	0	54	48	1	1500	pk		0	0	70	490	18	63	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
慕枫魂将	384		384	3	0	1047	0	2000	27	384	1	0	54	48	1	1500	pk		0	0	70	490	18	63	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
仙女蛾	386		386	3	0	1047	0	2000	27	386	1	0	54	48	1	1500	pk		0	0	70	490	18	63	0	0	0	2	0	0	0	0	0	0	150	200	0.2	300			0		0																																																																																																																																																																																																																								
新手引导	npc002	新手村NPC	121	5	0	131	0	2000	1	21000	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	411	905	0	0	1		0	0	0	0	0	0																																																																																																																																																																																																																					
新手教官	npc003	新手村NPC	121	5	0	131	0	2000	1	21009	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	411	905	0	0	1		0	0	0	0	0	0																																																																																																																																																																																																																					
掌柜王伯	npc004	新手村NPC	122	5	0	131	0	2000	1	21002	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	1		0	0	0	0	0	0																																																																																																																																																																																																																					
新手接待	npc005	新手村NPC	123	5	0	131	0	2000	1	21006	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	1		0	0	0	0	0	0																																																																																																																																																																																																																					
天书老人	npc006	新手村NPC	124	5	0	131	0	2000	1	21034	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	1		0	0	0	0	0	0																																																																																																																																																																																																																					
屠夫	npc007	新手村NPC	125	5	0	131	0	2000	1	21003	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	1		0	0	0	0	0	0																																																																																																																																																																																																																					
药店老板	npc008	新手村NPC	126	5	0	131	0	2000	1	21024	1	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	32	17	0	0	0	412	905	0	0	1		0	0	0	14	新手村药品商人,yaodian																																																																																																																																																																																																																						
