编号	名称	图标	品质	内观	性别	是否可以批量使用	职业限制	等级限制	物品等级	拾取分类	羽化等级	物品类别	部位	耐久度	出售价格	叠加上限	持有类型	是否可丢弃	是否可销毁	力量需求	悟性需求	身法需求	根骨需求	经脉需求	CD时间	CD类别	掉落模型ID	模型ID	物攻下限	物攻上限	魔攻下限	魔攻上限	道攻下限	道攻上限	物防下限	物防上限	魔防下限	魔防上限	物免	魔免	命中	暴击	闪避	生命值	魔法值	默认值	随机属性组	目标类型	合法对象	使用成功率	附加功能ID	功能参数	功能数据	描述	掉落说明	使用说明	编辑器目录
01126	妖月项链	items/13125	1	13125	2	0	2	100	100	2	1	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	7	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0						
01127	妖月项链	items/13125	2	13125	2	0	2	100	100	3	1	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	12	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0						
01128	妖月项链	items/13125	3	13125	2	0	2	100	100	4	1	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	17	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0						
01129	妖月项链	items/13125	4	13125	2	0	2	100	100	5	1	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	23	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0						
01130	寒天项链	items/13126	0	13126	2	0	4	100	100	1	1	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	3	15	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0						
01131	寒天项链	items/13126	1	13126	2	0	4	100	100	2	1	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	7	30	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0						
01132	寒天项链	items/13126	2	13126	2	0	4	100	100	3	1	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	12	51	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0						
01133	寒天项链	items/13126	3	13126	2	0	4	100	100	4	1	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	17	71	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0						
01134	寒天项链	items/13126	4	13126	2	0	4	100	100	5	1	3	1	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	23	92	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0						
#护腕																																																									
04000	金手镯	items/14000	0	14000	2	0	1	10	10	1	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0						
04001	金手镯	items/14000	1	14000	2	0	1	10	10	2	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0						
04002	金手镯	items/14000	2	14000	2	0	1	10	10	3	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0						
04003	金手镯	items/14000	3	14000	2	0	1	10	10	4	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0						
04004	金手镯	items/14000	4	14000	2	0	1	10	10	5	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0						
04005	黑檀手镯	items/14001	0	14001	2	0	2	10	10	1	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0						
04006	黑檀手镯	items/14001	1	14001	2	0	2	10	10	2	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0						
04007	黑檀手镯	items/14001	2	14001	2	0	2	10	10	3	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0						
04008	黑檀手镯	items/14001	3	14001	2	0	2	10	10	4	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0						
04009	黑檀手镯	items/14001	4	14001	2	0	2	10	10	5	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0						
04010	道士手镯	items/14002	0	14002	2	0	4	10	10	1	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0						
04011	道士手镯	items/14002	1	14002	2	0	4	10	10	2	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0						
04012	道士手镯	items/14002	2	14002	2	0	4	10	10	3	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0						
04013	道士手镯	items/14002	3	14002	2	0	4	10	10	4	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0						
04014	道士手镯	items/14002	4	14002	2	0	4	10	10	5	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0						
04015	死神手套	items/14003	0	14003	2	0	1	20	20	1	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0						
04016	死神手套	items/14003	1	14003	2	0	1	20	20	2	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0						
04017	死神手套	items/14003	2	14003	2	0	1	20	20	3	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0						
04018	死神手套	items/14003	3	14003	2	0	1	20	20	4	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0						
04019	死神手套	items/14003	4	14003	2	0	1	20	20	5	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0						
04020	思贝尔手镯	items/14004	0	14004	2	0	2	20	20	1	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0						
04021	思贝尔手镯	items/14004	1	14004	2	0	2	20	20	2	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0						
04022	思贝尔手镯	items/14004	2	14004	2	0	2	20	20	3	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0						
04023	思贝尔手镯	items/14004	3	14004	2	0	2	20	20	4	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0						
04024	思贝尔手镯	items/14004	4	14004	2	0	2	20	20	5	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0						
04025	心灵手镯	items/14005	0	14005	2	0	4	20	20	1	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0						
04026	心灵手镯	items/14005	1	14005	2	0	4	20	20	2	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0						
04027	心灵手镯	items/14005	2	14005	2	0	4	20	20	3	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0						
04028	心灵手镯	items/14005	3	14005	2	0	4	20	20	4	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0						
04029	心灵手镯	items/14005	4	14005	2	0	4	20	20	5	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0						
04030	骑士手镯	items/14006	0	14006	2	0	1	30	30	1	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0						
04031	骑士手镯	items/14006	1	14006	2	0	1	30	30	2	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0						
04032	骑士手镯	items/14006	2	14006	2	0	1	30	30	3	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0						
04033	骑士手镯	items/14006	3	14006	2	0	1	30	30	4	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0						
04034	骑士手镯	items/14006	4	14006	2	0	1	30	30	5	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0						
04035	龙之手镯	items/14007	0	14007	2	0	2	30	30	1	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0						
04036	龙之手镯	items/14007	1	14007	2	0	2	30	30	2	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0						
04037	龙之手镯	items/14007	2	14007	2	0	2	30	30	3	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0						
04038	龙之手镯	items/14007	3	14007	2	0	2	30	30	4	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0						
04039	龙之手镯	items/14007	4	14007	2	0	2	30	30	5	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0						
04040	三眼手镯	items/14008	0	14008	2	0	4	30	30	1	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0						
04041	三眼手镯	items/14008	1	14008	2	0	4	30	30	2	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0						
04042	三眼手镯	items/14008	2	14008	2	0	4	30	30	3	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0						
04043	三眼手镯	items/14008	3	14008	2	0	4	30	30	4	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	3	14	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0						
04044	三眼手镯	items/14008	4	14008	2	0	4	30	30	5	0	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	4	19	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0						
04045	圣战手镯	items/14009	0	14009	2	0	1	40	40	1	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0						
04046	圣战手镯	items/14009	1	14009	2	0	1	40	40	2	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0						
04047	圣战手镯	items/14009	2	14009	2	0	1	40	40	3	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0						
04048	圣战手镯	items/14009	3	14009	2	0	1	40	40	4	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0						
04049	圣战手镯	items/14009	4	14009	2	0	1	40	40	5	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				6	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0						
04050	法神手镯	items/14010	0	14010	2	0	2	40	40	1	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0						
04051	法神手镯	items/14010	1	14010	2	0	2	40	40	2	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0						
04052	法神手镯	items/14010	2	14010	2	0	2	40	40	3	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0						
04053	法神手镯	items/14010	3	14010	2	0	2	40	40	4	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0						
04054	法神手镯	items/14010	4	14010	2	0	2	40	40	5	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	6	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0						
04055	天尊手镯	items/14011	0	14011	2	0	4	40	40	1	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0						
04056	天尊手镯	items/14011	1	14011	2	0	4	40	40	2	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0						
04057	天尊手镯	items/14011	2	14011	2	0	4	40	40	3	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	3	14	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0						
04058	天尊手镯	items/14011	3	14011	2	0	4	40	40	4	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	4	19	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0						
04059	天尊手镯	items/14011	4	14011	2	0	4	40	40	5	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	6	25	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0						
04060	百战手镯	items/14012	0	14012	2	0	1	60	60	1	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0						
04061	百战手镯	items/14012	1	14012	2	0	1	60	60	2	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0						
04062	百战手镯	items/14012	2	14012	2	0	1	60	60	3	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0						
04063	百战手镯	items/14012	3	14012	2	0	1	60	60	4	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				6	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0						
04064	百战手镯	items/14012	4	14012	2	0	1	60	60	5	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				7	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0						
04065	苍羽手镯	items/14013	0	14013	2	0	2	60	60	1	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0						
04066	苍羽手镯	items/14013	1	14013	2	0	2	60	60	2	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0						
04067	苍羽手镯	items/14013	2	14013	2	0	2	60	60	3	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0						
04068	苍羽手镯	items/14013	3	14013	2	0	2	60	60	4	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	6	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0						
04069	苍羽手镯	items/14013	4	14013	2	0	2	60	60	5	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	7	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0						
04070	伏魔手镯	items/14014	0	14014	2	0	4	60	60	1	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0						
04071	伏魔手镯	items/14014	1	14014	2	0	4	60	60	2	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0						
04072	伏魔手镯	items/14014	2	14014	2	0	4	60	60	3	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	4	17	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0						
04073	伏魔手镯	items/14014	3	14014	2	0	4	60	60	4	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	6	24	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0						
04074	伏魔手镯	items/14014	4	14014	2	0	4	60	60	5	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	7	31	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0						
04075	仁者手镯	items/14015	0	14015	2	0	1	70	70	1	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0						
04076	仁者手镯	items/14015	1	14015	2	0	1	70	70	2	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0						
04077	仁者手镯	items/14015	2	14015	2	0	1	70	70	3	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				5	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0						
04078	仁者手镯	items/14015	3	14015	2	0	1	70	70	4	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				7	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0						
04079	仁者手镯	items/14015	4	14015	2	0	1	70	70	5	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				9	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0						
04080	虹渊手镯	items/14016	0	14016	2	0	2	70	70	1	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0						
04081	虹渊手镯	items/14016	1	14016	2	0	2	70	70	2	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0						
04082	虹渊手镯	items/14016	2	14016	2	0	2	70	70	3	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	5	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0						
04083	虹渊手镯	items/14016	3	14016	2	0	2	70	70	4	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	7	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0						
04084	虹渊手镯	items/14016	4	14016	2	0	2	70	70	5	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	9	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0						
04085	紫阳手镯	items/14017	0	14017	2	0	4	70	70	1	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0						
04086	紫阳手镯	items/14017	1	14017	2	0	4	70	70	2	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0						
04087	紫阳手镯	items/14017	2	14017	2	0	4	70	70	3	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	5	21	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0						
04088	紫阳手镯	items/14017	3	14017	2	0	4	70	70	4	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	7	29	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0						
04089	紫阳手镯	items/14017	4	14017	2	0	4	70	70	5	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	9	38	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0						
04090	轩辕手镯	items/14018	0	14018	2	0	1	80	80	1	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0						
04091	轩辕手镯	items/14018	1	14018	2	0	1	80	80	2	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				4	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0						
04092	轩辕手镯	items/14018	2	14018	2	0	1	80	80	3	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				7	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0						
04093	轩辕手镯	items/14018	3	14018	2	0	1	80	80	4	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				9	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0						
04094	轩辕手镯	items/14018	4	14018	2	0	1	80	80	5	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				12	50	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	63	0	0	0	0						
04095	奥义手镯	items/14019	0	14019	2	0	2	80	80	1	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0						
04096	奥义手镯	items/14019	1	14019	2	0	2	80	80	2	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	4	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0						
04097	奥义手镯	items/14019	2	14019	2	0	2	80	80	3	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	7	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0						
04098	奥义手镯	items/14019	3	14019	2	0	2	80	80	4	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	9	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0						
04099	奥义手镯	items/14019	4	14019	2	0	2	80	80	5	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	12	50	0	0	0	0	0	0	0	0	1	0	0	0	0	0	63	0	0	0	0						
04100	冥火手镯	items/14020	0	14020	2	0	4	80	80	1	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0						
04101	冥火手镯	items/14020	1	14020	2	0	4	80	80	2	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	4	16	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0						
04102	冥火手镯	items/14020	2	14020	2	0	4	80	80	3	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	7	28	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0						
04103	冥火手镯	items/14020	3	14020	2	0	4	80	80	4	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	9	39	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0						
04104	冥火手镯	items/14020	4	14020	2	0	4	80	80	5	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	0	0	12	50	0	0	0	0	0	0	1	0	0	0	0	0	63	0	0	0	0						
04105	虎魄手镯	items/14021	0	14021	2	0	1	90	90	1	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0						
04106	虎魄手镯	items/14021	1	14021	2	0	1	90	90	2	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				5	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0						
04107	虎魄手镯	items/14021	2	14021	2	0	1	90	90	3	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				8	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0						
04108	虎魄手镯	items/14021	3	14021	2	0	1	90	90	4	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				12	49	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	64	0	0	0	0						
04109	虎魄手镯	items/14021	4	14021	2	0	1	90	90	5	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				15	63	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	64	0	0	0	0						
04110	诛神手镯	items/14022	0	14022	2	0	2	90	90	1	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0						
04111	诛神手镯	items/14022	1	14022	2	0	2	90	90	2	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	5	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0						
04112	诛神手镯	items/14022	2	14022	2	0	2	90	90	3	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	8	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0						
04113	诛神手镯	items/14022	3	14022	2	0	2	90	90	4	1	1	4	20000	6500	1	0	1	1	0	0	0	0	0	0				0	0	12	49	0	0	0	0	0	0	0	0	1	0	0	0	0	0	64	0	0	0	0						
